mgi_symbol	ensembl_gene_id	hgnc_symbol
Ublcp1	ENSG00000164332	UBLCP1
Ubn1	ENSG00000118900	UBN1
Ubn2	ENSG00000157741	UBN2
Ubox5	ENSG00000185019	UBOX5
Ubp1	ENSG00000153560	UBP1
Ubqln1	ENSG00000135018	UBQLN1
Ubqln2	ENSG00000188021	UBQLN2
Ubqln3	ENSG00000175520	UBQLN3
Ubqln4	ENSG00000160803	UBQLN4
Ubqlnl	ENSG00000175518	UBQLNL
Ubr1	ENSG00000159459	UBR1
Ubr2	ENSG00000024048	UBR2
Ubr3	ENSG00000144357	UBR3
Ubr4	ENSG00000127481	UBR4
Ubr5	ENSG00000104517	UBR5
Ubr7	ENSG00000012963	UBR7
Ubtd1	ENSG00000165886	UBTD1
Ubtd2	ENSG00000168246	UBTD2
Ubtf	ENSG00000108312	UBTF
Ubtfl1	ENSG00000255009	UBTFL1
Ubxn1	ENSG00000162191	UBXN1
Ubxn10	ENSG00000162543	UBXN10
Ubxn11	ENSG00000158062	UBXN11
Ubxn2a	ENSG00000173960	UBXN2A
Ubxn2b	ENSG00000215114	UBXN2B
Ubxn4	ENSG00000144224	UBXN4
Ubxn6	ENSG00000167671	UBXN6
Ubxn7	ENSG00000163960	UBXN7
Ubxn8	ENSG00000104691	UBXN8
Uchl1	ENSG00000154277	UCHL1
Uchl5	ENSG00000116750	UCHL5
Uck1	ENSG00000130717	UCK1
Uck2	ENSG00000143179	UCK2
Uckl1	ENSG00000198276	UCKL1
Ucma	ENSG00000165623	UCMA
Ucn	ENSG00000163794	UCN
Ucn2	ENSG00000145040	UCN2
Ucn3	ENSG00000178473	UCN3
Ucp1	ENSG00000109424	UCP1
Ucp2	ENSG00000175567	UCP2
Ucp3	ENSG00000175564	UCP3
Uevld	ENSG00000151116	UEVLD
Ufc1	ENSG00000143222	UFC1
Ufl1	ENSG00000014123	UFL1
Ufm1	ENSG00000120686	UFM1
Ufsp1	ENSG00000176125	UFSP1
Ufsp2	ENSG00000109775	UFSP2
Ugcg	ENSG00000148154	UGCG
Ugdh	ENSG00000109814	UGDH
Uggt1	ENSG00000136731	UGGT1
Uggt2	ENSG00000102595	UGGT2
Ugp2	ENSG00000169764	UGP2
Ugt1a1	ENSG00000241635	UGT1A1
Ugt2a2	ENSG00000271271	UGT2A2
Ugt2a3	ENSG00000135220	UGT2A3
Ugt2b34	ENSG00000109181	UGT2B10
Ugt3a1	ENSG00000168671	UGT3A2
Ugt3a2	ENSG00000145626	UGT3A1
Ugt8a	ENSG00000174607	UGT8
Uhmk1	ENSG00000152332	UHMK1
Uhrf1	ENSG00000276043	UHRF1
Uhrf2	ENSG00000147854	UHRF2
Uimc1	ENSG00000087206	UIMC1
Ulbp1	ENSG00000111981	ULBP1
Ulk1	ENSG00000177169	ULK1
Ulk2	ENSG00000083290	ULK2
Ulk3	ENSG00000140474	ULK3
Ulk4	ENSG00000168038	ULK4
Umod	ENSG00000169344	UMOD
Umodl1	ENSG00000177398	UMODL1
Umps	ENSG00000114491	UMPS
Unc119	ENSG00000109103	UNC119
Unc119b	ENSG00000175970	UNC119B
Unc13a	ENSG00000130477	UNC13A
Unc13b	ENSG00000198722	UNC13B
Unc13c	ENSG00000137766	UNC13C
Unc13d	ENSG00000092929	UNC13D
Unc45a	ENSG00000140553	UNC45A
Unc45b	ENSG00000141161	UNC45B
Unc50	ENSG00000115446	UNC50
Unc5a	ENSG00000113763	UNC5A
Unc5b	ENSG00000107731	UNC5B
Unc5c	ENSG00000182168	UNC5C
Unc5cl	ENSG00000124602	UNC5CL
Unc5d	ENSG00000156687	UNC5D
Unc79	ENSG00000133958	UNC79
Unc80	ENSG00000144406	UNC80
Unc93b1	ENSG00000110057	UNC93B1
Uncx	ENSG00000164853	UNCX
Ung	ENSG00000076248	UNG
Unk	ENSG00000132478	UNK
Unkl	ENSG00000059145	UNKL
Upb1	ENSG00000100024	UPB1
Upf1	ENSG00000005007	UPF1
Upf2	ENSG00000151461	UPF2
Upf3a	ENSG00000169062	UPF3A
Upf3b	ENSG00000125351	UPF3B
Upk1a	ENSG00000105668	UPK1A
Upk1b	ENSG00000114638	UPK1B
Upk2	ENSG00000110375	UPK2
Upk3a	ENSG00000100373	UPK3A
Upk3b	ENSG00000243566	UPK3B
Upp1	ENSG00000183696	UPP1
Upp2	ENSG00000007001	UPP2
Uprt	ENSG00000094841	UPRT
Uqcc3	ENSG00000204922	UQCC3
Uqcr10	ENSG00000184076	UQCR10
Uqcr11	ENSG00000127540	UQCR11
Uqcrb	ENSG00000156467	UQCRB
Uqcrc1	ENSG00000010256	UQCRC1
Uqcrc2	ENSG00000140740	UQCRC2
Uqcrfs1	ENSG00000169021	UQCRFS1
Uqcrh	ENSG00000173660	UQCRH
Uqcrq	ENSG00000164405	UQCRQ
Urad	ENSG00000183463	URAD
Urah	ENSG00000222019	URAHP
Urb1	ENSG00000142207	URB1
Urb2	ENSG00000135763	URB2
Urgcp	ENSG00000106608	URGCP
Uri1	ENSG00000105176	URI1
Urm1	ENSG00000167118	URM1
Uroc1	ENSG00000159650	UROC1
Urod	ENSG00000126088	UROD
Uros	ENSG00000188690	UROS
Usb1	ENSG00000103005	USB1
Use1	ENSG00000053501	USE1
Usf2	ENSG00000105698	USF2
Ush1c	ENSG00000006611	USH1C
Ush1g	ENSG00000182040	USH1G
Ush2a	ENSG00000042781	USH2A
Ushbp1	ENSG00000130307	USHBP1
Uso1	ENSG00000138768	USO1
Usp1	ENSG00000162607	USP1
Usp10	ENSG00000103194	USP10
Usp11	ENSG00000102226	USP11
Usp12	ENSG00000152484	USP12
Usp13	ENSG00000058056	USP13
Usp14	ENSG00000101557	USP14
Usp15	ENSG00000135655	USP15
Usp16	ENSG00000156256	USP16
Usp18	ENSG00000184979	USP18
Usp19	ENSG00000172046	USP19
Usp2	ENSG00000036672	USP2
Usp20	ENSG00000136878	USP20
Usp21	ENSG00000143258	USP21
Usp22	ENSG00000124422	USP22
Usp24	ENSG00000162402	USP24
Usp25	ENSG00000155313	USP25
Usp26	ENSG00000134588	USP26
Usp27x	ENSG00000273820	USP27X
Usp28	ENSG00000048028	USP28
Usp29	ENSG00000131864	USP29
Usp3	ENSG00000140455	USP3
Usp30	ENSG00000135093	USP30
Usp31	ENSG00000103404	USP31
Usp32	ENSG00000170832	USP32
Usp33	ENSG00000077254	USP33
Usp34	ENSG00000115464	USP34
Usp35	ENSG00000118369	USP35
Usp36	ENSG00000055483	USP36
Usp37	ENSG00000135913	USP37
Usp38	ENSG00000170185	USP38
Usp39	ENSG00000168883	USP39
Usp4	ENSG00000114316	USP4
Usp40	ENSG00000085982	USP40
Usp42	ENSG00000106346	USP42
Usp43	ENSG00000154914	USP43
Usp44	ENSG00000136014	USP44
Usp45	ENSG00000123552	USP45
Usp46	ENSG00000109189	USP46
Usp47	ENSG00000170242	USP47
Usp49	ENSG00000164663	USP49
Usp5	ENSG00000111667	USP5
Usp50	ENSG00000170236	USP50
Usp51	ENSG00000247746	USP51
Usp53	ENSG00000145390	USP53
Usp54	ENSG00000166348	USP54
Usp6nl	ENSG00000148429	USP6NL
Usp7	ENSG00000187555	USP7
Usp8	ENSG00000138592	USP8
Usp9x	ENSG00000124486	USP9X
Usp9y	ENSG00000114374	USP9Y
Uspl1	ENSG00000132952	USPL1
Ust	ENSG00000111962	UST
Utf1	ENSG00000171794	UTF1
Utp14a	ENSG00000156697	UTP14A
Utp15	ENSG00000164338	UTP15
Utp18	ENSG00000011260	UTP18
Utp20	ENSG00000120800	UTP20
Utp23	ENSG00000147679	UTP23
Utp6	ENSG00000108651	UTP6
Utrn	ENSG00000152818	UTRN
Uts2	ENSG00000049247	UTS2
Uts2b	ENSG00000188958	UTS2B
Uts2r	ENSG00000181408	UTS2R
Uty	ENSG00000183878	UTY
Uvrag	ENSG00000198382	UVRAG
Uvssa	ENSG00000163945	UVSSA
Uxs1	ENSG00000115652	UXS1
Uxt	ENSG00000126756	UXT
Vac14	ENSG00000103043	VAC14
Vamp1	ENSG00000139190	VAMP1
Vamp2	ENSG00000220205	VAMP2
Vamp3	ENSG00000049245	VAMP3
Vamp5	ENSG00000168899	VAMP5
Vamp8	ENSG00000118640	VAMP8
Vangl1	ENSG00000173218	VANGL1
Vangl2	ENSG00000162738	VANGL2
Vapa	ENSG00000101558	VAPA
Vapb	ENSG00000124164	VAPB
Vars	ENSG00000096171	VARS1
Vars2	ENSG00000137411	VARS2
Vash1	ENSG00000071246	VASH1
Vash2	ENSG00000143494	VASH2
Vasn	ENSG00000168140	VASN
Vasp	ENSG00000125753	VASP
Vat1	ENSG00000108828	VAT1
Vat1l	ENSG00000171724	VAT1L
Vav1	ENSG00000141968	VAV1
Vav3	ENSG00000134215	VAV3
Vax1	ENSG00000148704	VAX1
Vax2	ENSG00000116035	VAX2
Vbp1	ENSG00000155959	VBP1
Vcam1	ENSG00000162692	VCAM1
Vcan	ENSG00000038427	VCAN
Vcl	ENSG00000035403	VCL
Vcp	ENSG00000165280	VCP
Vcpip1	ENSG00000175073	VCPIP1
Vdac1	ENSG00000213585	VDAC1
Vdac3	ENSG00000078668	VDAC3
Vdr	ENSG00000111424	VDR
Vegfa	ENSG00000112715	VEGFA
Vegfb	ENSG00000173511	VEGFB
Vegfc	ENSG00000150630	VEGFC
Veph1	ENSG00000197415	VEPH1
Vezf1	ENSG00000136451	VEZF1
Vgf	ENSG00000128564	VGF
Vgll1	ENSG00000102243	VGLL1
Vgll2	ENSG00000170162	VGLL2
Vgll3	ENSG00000206538	VGLL3
Vgll4	ENSG00000144560	VGLL4
Vhl	ENSG00000134086	VHL
Vil1	ENSG00000127831	VIL1
Vill	ENSG00000136059	VILL
Vim	ENSG00000026025	VIM
Vip	ENSG00000146469	VIP
Vipas39	ENSG00000151445	VIPAS39
Vipr1	ENSG00000114812	VIPR1
Vipr2	ENSG00000106018	VIPR2
Vit	ENSG00000205221	VIT
Vkorc1	ENSG00000167397	VKORC1
Vkorc1l1	ENSG00000196715	VKORC1L1
Vldlr	ENSG00000147852	VLDLR
Vma21	ENSG00000160131	VMA21
Vmac	ENSG00000187650	VMAC
Vmn1r70	ENSG00000180663	VN1R3
Vmo1	ENSG00000182853	VMO1
Vmp1	ENSG00000062716	VMP1
Vnn1	ENSG00000112299	VNN1
Vnn3	ENSG00000093134	VNN3P
Vopp1	ENSG00000154978	VOPP1
Vpreb3	ENSG00000128218	VPREB3
Vps11	ENSG00000160695	VPS11
Vps13a	ENSG00000197969	VPS13A
Vps13b	ENSG00000132549	VPS13B
Vps13c	ENSG00000129003	VPS13C
Vps13d	ENSG00000048707	VPS13D
Vps16	ENSG00000215305	VPS16
Vps18	ENSG00000104142	VPS18
Vps25	ENSG00000131475	VPS25
Vps26a	ENSG00000122958	VPS26A
Vps26b	ENSG00000151502	VPS26B
Vps29	ENSG00000111237	VPS29
Vps33a	ENSG00000139719	VPS33A
Vps33b	ENSG00000184056	VPS33B
Vps35	ENSG00000069329	VPS35
Vps36	ENSG00000136100	VPS36
Vps37a	ENSG00000155975	VPS37A
Vps37b	ENSG00000139722	VPS37B
Vps37c	ENSG00000167987	VPS37C
Vps37d	ENSG00000176428	VPS37D
Vps39	ENSG00000166887	VPS39
Vps41	ENSG00000006715	VPS41
Vps45	ENSG00000136631	VPS45
Vps4a	ENSG00000132612	VPS4A
Vps4b	ENSG00000119541	VPS4B
Vps51	ENSG00000149823	VPS51
Vps52	ENSG00000223501	VPS52
Vps53	ENSG00000141252	VPS53
Vps54	ENSG00000143952	VPS54
Vps72	ENSG00000163159	VPS72
Vps8	ENSG00000156931	VPS8
Vps9d1	ENSG00000075399	VPS9D1
Vrk1	ENSG00000100749	VRK1
Vrk2	ENSG00000028116	VRK2
Vrk3	ENSG00000105053	VRK3
Vrtn	ENSG00000133980	VRTN
Vsig1	ENSG00000101842	VSIG1
Vsig10	ENSG00000176834	VSIG10
Vsig2	ENSG00000019102	VSIG2
Vsig4	ENSG00000155659	VSIG4
Vsig8	ENSG00000243284	VSIG8
Vsnl1	ENSG00000163032	VSNL1
Vstm2a	ENSG00000170419	VSTM2A
Vstm2b	ENSG00000187135	VSTM2B
Vstm2l	ENSG00000132821	VSTM2L
Vstm4	ENSG00000165633	VSTM4
Vstm5	ENSG00000214376	VSTM5
Vsx1	ENSG00000100987	VSX1
Vsx2	ENSG00000119614	VSX2
Vta1	ENSG00000009844	VTA1
Vtcn1	ENSG00000134258	VTCN1
Vti1a	ENSG00000151532	VTI1A
Vti1b	ENSG00000100568	VTI1B
Vtn	ENSG00000109072	VTN
Vwa1	ENSG00000179403	VWA1
Vwa2	ENSG00000165816	VWA2
Vwa3a	ENSG00000175267	VWA3A
Vwa5b1	ENSG00000158816	VWA5B1
Vwa5b2	ENSG00000145198	VWA5B2
Vwa7	ENSG00000204396	VWA7
Vwa8	ENSG00000102763	VWA8
Vwc2	ENSG00000188730	VWC2
Vwc2l	ENSG00000174453	VWC2L
Vwce	ENSG00000167992	VWCE
Vwde	ENSG00000146530	VWDE
Vwf	ENSG00000110799	VWF
Wac	ENSG00000095787	WAC
Wars2	ENSG00000116874	WARS2
Was	ENSG00000015285	WAS
Wasf1	ENSG00000112290	WASF1
Wasf2	ENSG00000158195	WASF2
Wasf3	ENSG00000132970	WASF3
Wasl	ENSG00000106299	WASL
Wbp1	ENSG00000239779	WBP1
Wbp11	ENSG00000084463	WBP11
Wbp1l	ENSG00000166272	WBP1L
Wbp2	ENSG00000132471	WBP2
Wbp2nl	ENSG00000183066	WBP2NL
Wbp4	ENSG00000120688	WBP4
Wdfy1	ENSG00000085449	WDFY1
Wdfy2	ENSG00000139668	WDFY2
Wdfy3	ENSG00000163625	WDFY3
Wdfy4	ENSG00000128815	WDFY4
Wdpcp	ENSG00000143951	WDPCP
Wdr1	ENSG00000071127	WDR1
Wdr11	ENSG00000120008	WDR11
Wdr12	ENSG00000138442	WDR12
Wdr13	ENSG00000101940	WDR13
Wdr18	ENSG00000065268	WDR18
Wdr19	ENSG00000157796	WDR19
Wdr24	ENSG00000127580	WDR24
Wdr25	ENSG00000176473	WDR25
Wdr26	ENSG00000162923	WDR26
Wdr27	ENSG00000184465	WDR27
Wdr3	ENSG00000065183	WDR3
Wdr31	ENSG00000148225	WDR31
Wdr33	ENSG00000136709	WDR33
Wdr35	ENSG00000118965	WDR35
Wdr36	ENSG00000134987	WDR36
Wdr37	ENSG00000047056	WDR37
Wdr38	ENSG00000136918	WDR38
Wdr4	ENSG00000160193	WDR4
Wdr41	ENSG00000164253	WDR41
Wdr43	ENSG00000163811	WDR43
Wdr45	ENSG00000196998	WDR45
Wdr45b	ENSG00000141580	WDR45B
Wdr46	ENSG00000227057	WDR46
Wdr47	ENSG00000085433	WDR47
Wdr48	ENSG00000114742	WDR48
Wdr5	ENSG00000196363	WDR5
Wdr53	ENSG00000185798	WDR53
Wdr54	ENSG00000005448	WDR54
Wdr59	ENSG00000103091	WDR59
Wdr5b	ENSG00000196981	WDR5B
Wdr6	ENSG00000178252	WDR6
Wdr62	ENSG00000075702	WDR62
Wdr64	ENSG00000162843	WDR64
Wdr7	ENSG00000091157	WDR7
Wdr70	ENSG00000082068	WDR70
Wdr72	ENSG00000166415	WDR72
Wdr73	ENSG00000177082	WDR73
Wdr74	ENSG00000133316	WDR74
Wdr75	ENSG00000115368	WDR75
Wdr77	ENSG00000116455	WDR77
Wdr81	ENSG00000167716	WDR81
Wdr82	ENSG00000164091	WDR82
Wdr83	ENSG00000123154	WDR83
Wdr86	ENSG00000187260	WDR86
Wdr89	ENSG00000140006	WDR89
Wdr90	ENSG00000161996	WDR90
Wdr91	ENSG00000105875	WDR91
Wdr93	ENSG00000140527	WDR93
Wdsub1	ENSG00000196151	WDSUB1
Wdtc1	ENSG00000142784	WDTC1
Wee1	ENSG00000166483	WEE1
Wee2	ENSG00000214102	WEE2
Wfdc1	ENSG00000103175	WFDC1
Wfdc11	ENSG00000180083	WFDC11
Wfdc12	ENSG00000168703	WFDC12
Wfdc13	ENSG00000168634	WFDC13
Wfdc2	ENSG00000101443	WFDC2
Wfdc3	ENSG00000124116	WFDC3
Wfdc5	ENSG00000175121	WFDC5
Wfdc8	ENSG00000158901	WFDC8
Wfdc9	ENSG00000180205	WFDC9
Wfikkn1	ENSG00000127578	WFIKKN1
Wfikkn2	ENSG00000173714	WFIKKN2
Wfs1	ENSG00000109501	WFS1
Whamm	ENSG00000156232	WHAMM
Whrn	ENSG00000095397	WHRN
Wif1	ENSG00000156076	WIF1
Wipf1	ENSG00000115935	WIPF1
Wipf2	ENSG00000171475	WIPF2
Wipf3	ENSG00000122574	WIPF3
Wipi1	ENSG00000070540	WIPI1
Wiz	ENSG00000011451	WIZ
Wls	ENSG00000116729	WLS
Wnk1	ENSG00000060237	WNK1
Wnk2	ENSG00000165238	WNK2
Wnk3	ENSG00000196632	WNK3
Wnk4	ENSG00000126562	WNK4
Wnt1	ENSG00000125084	WNT1
Wnt10a	ENSG00000135925	WNT10A
Wnt10b	ENSG00000169884	WNT10B
Wnt11	ENSG00000085741	WNT11
Wnt16	ENSG00000002745	WNT16
Wnt2	ENSG00000105989	WNT2
Wnt2b	ENSG00000134245	WNT2B
Wnt3	ENSG00000108379	WNT3
Wnt3a	ENSG00000154342	WNT3A
Wnt4	ENSG00000162552	WNT4
Wnt5a	ENSG00000114251	WNT5A
Wnt5b	ENSG00000111186	WNT5B
Wnt6	ENSG00000115596	WNT6
Wnt7a	ENSG00000154764	WNT7A
Wnt7b	ENSG00000188064	WNT7B
Wnt8a	ENSG00000061492	WNT8A
Wnt8b	ENSG00000075290	WNT8B
Wnt9a	ENSG00000143816	WNT9A
Wnt9b	ENSG00000158955	WNT9B
Wrap53	ENSG00000141499	WRAP53
Wrap73	ENSG00000116213	WRAP73
Wrn	ENSG00000165392	WRN
Wrnip1	ENSG00000124535	WRNIP1
Wsb1	ENSG00000109046	WSB1
Wsb2	ENSG00000176871	WSB2
Wscd1	ENSG00000179314	WSCD1
Wt1	ENSG00000184937	WT1
Wtap	ENSG00000146457	WTAP
Wtip	ENSG00000142279	WTIP
Wwc1	ENSG00000113645	WWC1
Wwc2	ENSG00000151718	WWC2
Wwox	ENSG00000186153	WWOX
Wwp1	ENSG00000123124	WWP1
Wwp2	ENSG00000198373	WWP2
Wwtr1	ENSG00000018408	WWTR1
Xab2	ENSG00000076924	XAB2
Xaf1	ENSG00000132530	XAF1
Xbp1	ENSG00000100219	XBP1
Xcr1	ENSG00000173578	XCR1
Xdh	ENSG00000158125	XDH
Xiap	ENSG00000101966	XIAP
Xirp1	ENSG00000168334	XIRP1
Xirp2	ENSG00000163092	XIRP2
Xk	ENSG00000047597	XK
Xkr4	ENSG00000206579	XKR4
Xkr5	ENSG00000275591	XKR5
Xkr6	ENSG00000171044	XKR6
Xkr7	ENSG00000260903	XKR7
Xkr8	ENSG00000158156	XKR8
Xkr9	ENSG00000221947	XKR9
Xkrx	ENSG00000182489	XKRX
Xndc1	ENSG00000254469	XNDC1N
Xpa	ENSG00000136936	XPA
Xpc	ENSG00000154767	XPC
Xpnpep1	ENSG00000108039	XPNPEP1
Xpnpep2	ENSG00000122121	XPNPEP2
Xpo1	ENSG00000082898	XPO1
Xpo4	ENSG00000132953	XPO4
Xpo5	ENSG00000124571	XPO5
Xpo6	ENSG00000169180	XPO6
Xpo7	ENSG00000130227	XPO7
Xpot	ENSG00000184575	XPOT
Xpr1	ENSG00000143324	XPR1
Xrcc1	ENSG00000073050	XRCC1
Xrcc2	ENSG00000196584	XRCC2
Xrcc3	ENSG00000126215	XRCC3
Xrcc4	ENSG00000152422	XRCC4
Xrcc5	ENSG00000079246	XRCC5
Xrcc6	ENSG00000196419	XRCC6
Xrn1	ENSG00000114127	XRN1
Xrn2	ENSG00000088930	XRN2
Xrra1	ENSG00000166435	XRRA1
Xxylt1	ENSG00000173950	XXYLT1
Xylb	ENSG00000093217	XYLB
Xylt1	ENSG00000103489	XYLT1
Xylt2	ENSG00000015532	XYLT2
Yae1d1	ENSG00000241127	YAE1
Yaf2	ENSG00000015153	YAF2
Yap1	ENSG00000137693	YAP1
Yars	ENSG00000134684	YARS1
Yars2	ENSG00000139131	YARS2
Ybey	ENSG00000182362	YBEY
Ybx1	ENSG00000065978	YBX1
Ybx2	ENSG00000006047	YBX2
Ybx3	ENSG00000060138	YBX3
Ydjc	ENSG00000161179	YDJC
Yeats2	ENSG00000163872	YEATS2
Yeats4	ENSG00000127337	YEATS4
Yes1	ENSG00000176105	YES1
Yif1a	ENSG00000174851	YIF1A
Yif1b	ENSG00000167645	YIF1B
Yipf1	ENSG00000058799	YIPF1
Yipf2	ENSG00000130733	YIPF2
Yipf3	ENSG00000137207	YIPF3
Yipf4	ENSG00000119820	YIPF4
Yipf5	ENSG00000145817	YIPF5
Yipf6	ENSG00000181704	YIPF6
Yipf7	ENSG00000177752	YIPF7
Ykt6	ENSG00000106636	YKT6
Ylpm1	ENSG00000119596	YLPM1
Yme1l1	ENSG00000136758	YME1L1
Yod1	ENSG00000180667	YOD1
Ypel1	ENSG00000100027	YPEL1
Ypel2	ENSG00000175155	YPEL2
Ypel3	ENSG00000090238	YPEL3
Ypel4	ENSG00000166793	YPEL4
Ypel5	ENSG00000119801	YPEL5
Yrdc	ENSG00000196449	YRDC
Ythdc1	ENSG00000083896	YTHDC1
Ythdc2	ENSG00000047188	YTHDC2
Ythdf1	ENSG00000149658	YTHDF1
Ythdf2	ENSG00000198492	YTHDF2
Ythdf3	ENSG00000185728	YTHDF3
Ywhab	ENSG00000166913	YWHAB
Ywhae	ENSG00000108953	YWHAE
Ywhag	ENSG00000170027	YWHAG
Ywhah	ENSG00000128245	YWHAH
Ywhaq	ENSG00000134308	YWHAQ
Ywhaz	ENSG00000164924	YWHAZ
Yy1	ENSG00000100811	YY1
Yy2	ENSG00000230797	YY2
Zan	ENSG00000146839	ZAN
Zap70	ENSG00000115085	ZAP70
Zar1	ENSG00000182223	ZAR1
Zar1l	ENSG00000189167	ZAR1L
Zbbx	ENSG00000169064	ZBBX
Zbed3	ENSG00000132846	ZBED3
Zbed4	ENSG00000100426	ZBED4
Zbed5	ENSG00000236287	ZBED5
Zbed6	ENSG00000257315	ZBED6
Zbp1	ENSG00000124256	ZBP1
Zbtb1	ENSG00000126804	ZBTB1
Zbtb10	ENSG00000205189	ZBTB10
Zbtb11	ENSG00000066422	ZBTB11
Zbtb12	ENSG00000204366	ZBTB12
Zbtb14	ENSG00000198081	ZBTB14
Zbtb16	ENSG00000109906	ZBTB16
Zbtb17	ENSG00000116809	ZBTB17
Zbtb18	ENSG00000179456	ZBTB18
Zbtb2	ENSG00000181472	ZBTB2
Zbtb20	ENSG00000181722	ZBTB20
Zbtb21	ENSG00000173276	ZBTB21
Zbtb22	ENSG00000236104	ZBTB22
Zbtb24	ENSG00000112365	ZBTB24
Zbtb25	ENSG00000089775	ZBTB25
Zbtb26	ENSG00000171448	ZBTB26
Zbtb3	ENSG00000185670	ZBTB3
Zbtb32	ENSG00000011590	ZBTB32
Zbtb33	ENSG00000177485	ZBTB33
Zbtb34	ENSG00000177125	ZBTB34
Zbtb37	ENSG00000185278	ZBTB37
Zbtb38	ENSG00000177311	ZBTB38
Zbtb39	ENSG00000166860	ZBTB39
Zbtb4	ENSG00000174282	ZBTB4
Zbtb40	ENSG00000184677	ZBTB40
Zbtb41	ENSG00000177888	ZBTB41
Zbtb42	ENSG00000179627	ZBTB42
Zbtb43	ENSG00000169155	ZBTB43
Zbtb44	ENSG00000196323	ZBTB44
Zbtb45	ENSG00000119574	ZBTB45
Zbtb46	ENSG00000130584	ZBTB46
Zbtb48	ENSG00000204859	ZBTB48
Zbtb49	ENSG00000168826	ZBTB49
Zbtb5	ENSG00000168795	ZBTB5
Zbtb6	ENSG00000186130	ZBTB6
Zbtb7a	ENSG00000178951	ZBTB7A
Zbtb7b	ENSG00000160685	ZBTB7B
Zbtb7c	ENSG00000184828	ZBTB7C
Zbtb8a	ENSG00000160062	ZBTB8A
Zbtb8b	ENSG00000273274	ZBTB8B
Zbtb8os	ENSG00000176261	ZBTB8OS
Zbtb9	ENSG00000213588	ZBTB9
Zc2hc1a	ENSG00000104427	ZC2HC1A
Zc2hc1b	ENSG00000118491	ZC2HC1B
Zc2hc1c	ENSG00000119703	ZC2HC1C
Zc3h10	ENSG00000135482	ZC3H10
Zc3h11a	ENSG00000058673	ZC3H11A
Zc3h12a	ENSG00000163874	ZC3H12A
Zc3h12b	ENSG00000102053	ZC3H12B
Zc3h12c	ENSG00000149289	ZC3H12C
Zc3h12d	ENSG00000178199	ZC3H12D
Zc3h13	ENSG00000123200	ZC3H13
Zc3h14	ENSG00000100722	ZC3H14
Zc3h15	ENSG00000065548	ZC3H15
Zc3h18	ENSG00000158545	ZC3H18
Zc3h3	ENSG00000014164	ZC3H3
Zc3h4	ENSG00000130749	ZC3H4
Zc3h6	ENSG00000188177	ZC3H6
Zc3h7a	ENSG00000122299	ZC3H7A
Zc3h7b	ENSG00000100403	ZC3H7B
Zc3h8	ENSG00000144161	ZC3H8
Zc3hav1	ENSG00000105939	ZC3HAV1
Zc3hav1l	ENSG00000146858	ZC3HAV1L
Zc4h2	ENSG00000126970	ZC4H2
Zcchc10	ENSG00000155329	ZCCHC10
Zcchc12	ENSG00000174460	ZCCHC12
Zcchc13	ENSG00000187969	ZCCHC13
Zcchc14	ENSG00000140948	ZCCHC14
Zcchc17	ENSG00000121766	ZCCHC17
Zcchc18	ENSG00000166707	ZCCHC18
Zcchc2	ENSG00000141664	ZCCHC2
Zcchc24	ENSG00000165424	ZCCHC24
Zcchc3	ENSG00000247315	ZCCHC3
Zcchc4	ENSG00000168228	ZCCHC4
Zcchc7	ENSG00000147905	ZCCHC7
Zcchc8	ENSG00000033030	ZCCHC8
Zcchc9	ENSG00000131732	ZCCHC9
Zcrb1	ENSG00000139168	ZCRB1
Zcwpw1	ENSG00000078487	ZCWPW1
Zdbf2	ENSG00000204186	ZDBF2
Zdhhc1	ENSG00000159714	ZDHHC1
Zdhhc12	ENSG00000160446	ZDHHC12
Zdhhc13	ENSG00000177054	ZDHHC13
Zdhhc14	ENSG00000175048	ZDHHC14
Zdhhc15	ENSG00000102383	ZDHHC15
Zdhhc16	ENSG00000171307	ZDHHC16
Zdhhc17	ENSG00000186908	ZDHHC17
Zdhhc18	ENSG00000204160	ZDHHC18
Zdhhc19	ENSG00000163958	ZDHHC19
Zdhhc2	ENSG00000104219	ZDHHC2
Zdhhc20	ENSG00000180776	ZDHHC20
Zdhhc21	ENSG00000175893	ZDHHC21
Zdhhc22	ENSG00000177108	ZDHHC22
Zdhhc23	ENSG00000184307	ZDHHC23
Zdhhc24	ENSG00000174165	ZDHHC24
Zdhhc3	ENSG00000163812	ZDHHC3
Zdhhc4	ENSG00000136247	ZDHHC4
Zdhhc5	ENSG00000156599	ZDHHC5
Zdhhc6	ENSG00000023041	ZDHHC6
Zdhhc7	ENSG00000153786	ZDHHC7
Zdhhc8	ENSG00000099904	ZDHHC8
Zdhhc9	ENSG00000188706	ZDHHC9
Zeb1	ENSG00000148516	ZEB1
Zeb2	ENSG00000169554	ZEB2
Zer1	ENSG00000160445	ZER1
Zfand1	ENSG00000104231	ZFAND1
Zfand2a	ENSG00000178381	ZFAND2A
Zfand2b	ENSG00000158552	ZFAND2B
Zfand3	ENSG00000156639	ZFAND3
Zfand5	ENSG00000107372	ZFAND5
Zfand6	ENSG00000086666	ZFAND6
Zfat	ENSG00000066827	ZFAT
Zfc3h1	ENSG00000133858	ZFC3H1
Zfhx2	ENSG00000136367	ZFHX2
Zfhx3	ENSG00000140836	ZFHX3
Zfhx4	ENSG00000091656	ZFHX4
Zfp1	ENSG00000184517	ZFP1
