id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Type	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc	lfc.zs	lfc.zs.rank	lfc.zs.rank.perc
TMCC1	ENSG00000172765	TMCC1	23023	TMCC1	Stim	16	0.024305	0.11471	0.988472	2230	7	-0.057201	0.12308	0.3728	0.991797	7251	4	-0.057201	-0.457673625971577	5113	0.264035948556376
TMCC2	ENSG00000133069	TMCC2	9911	TMCC2	Stim	16	0.12782	0.38024	1	6599	8	-0.077841	0.02175	0.10739	0.929306	2230	6	-0.077841	-0.630655682779887	3995	0.206290997365839
TMCC3	ENSG00000057704	TMCC3	57458	TMCC3	Stim	16	0.17967	0.46584	1	8176	7	-0.00012852	0.33608	0.66899	1	12705	5	-0.00012852	0.0206458981345812	9269	0.478694282320128
TMCO1	ENSG00000143183	TMCO1	54499	TMCO1	Stim	16	0.1329	0.3905	1	6801	7	-0.026919	0.35748	0.68729	1	13022	4	-0.026919	-0.203882800183339	7164	0.369970559371933
TMCO2	ENSG00000188800	TMCO2	127391	TMCO2	Stim	16	0.1438	0.41034	1	7150	7	-0.029062	0.11189	0.35025	0.989726	6823	5	-0.029062	-0.22184309803897	7004	0.361706523423377
TMCO3	ENSG00000150403	TMCO3	55002	TMCO3	Stim	16	0.15181	0.42306	1	7391	6	-0.055209	0.13218	0.3905	0.993815	7590	2	-0.055209	-0.44097884607031	5224	0.269769123495687
TMCO4	ENSG00000162542	TMCO4	255104	TMCO4	Stim	16	0.01466	0.077225	0.900565	1649	6	-0.014048	0.52418	0.81865	1	15434	5	-0.014048	-0.0960120611726925	8196	0.423273591240122
TMCO5A	ENSG00000166069	TMCO5A	145942	TMCO5A	Stim	16	0.82205	0.94909	1	17971	4	0.061508	0.31699	0.65004	1	12334	6	0.061508	0.537216247170749	14006	0.723361396622075
TMCO6	ENSG00000113119	TMCO6	55374	TMCO6	Stim	16	0.028894	0.13088	1	2478	8	-0.24668	0.021314	0.10558	0.927106	2200	5	-0.24668	-2.04568075494356	548	0.0282526728991271
TMED1	ENSG00000099203	TMED1	11018	TMED1	Stim	16	0.39178	0.70987	1	12838	6	0.10948	0.015498	0.081347	0.899484	1732	8	0.10948	0.939265434632388	16706	0.862817003253964
TMED10	ENSG00000170348	TMED10	10972	TMED10	Stim	16	0.0067947	0.040745	0.703125	1116	8	0.01479	0.2331	0.54715	1	10457	7	0.01479	0.145676725369848	10479	0.541191054181086
TMED2	ENSG00000086598	TMED2	10959	TMED2	Stim	16	0.00033214	0.0029089	0.142587	395	11	-0.23622	0.23944	0.5555	1	10618	3	-0.23622	-1.9580163986347	616	0.0317648881772636
TMED3	ENSG00000166557	TMED3	23423	TMED3	Stim	16	0.064863	0.23983	1	4183	7	0.0043841	0.20715	0.51263	1	9831	5	0.0043841	0.0584657764870189	9622	0.496926811631631
TMED4	ENSG00000158604	TMED4	222068	TMED4	Stim	16	0.50713	0.7997	1	14661	4	0.043259	0.0012512	0.0097698	0.680444	278	7	0.043259	0.384272954792123	12655	0.653581943081452
TMED5	ENSG00000117500	TMED5	50999	TMED5	Stim	16	0.05847	0.22408	1	3944	8	-0.18904	0.32809	0.66208	1	12572	3	-0.18904	-1.56260489474826	1028	0.0530447807447962
TMED6	ENSG00000157315	TMED6	146456	TMED6	Stim	16	0.30997	0.63422	1	11362	5	0.073646	0.16033	0.44366	1	8529	8	0.073646	0.638943776508892	14859	0.767419038272816
TMED7	ENSG00000134970	TMED7	51014	TMED7	Stim	12	0.26142	0.54283	1	10316	1	0.10938	0.018289	0.084546	0.899484	1960	6	0.10938	0.938427343271882	16702.5	0.86261040235525
TMED7-TICAM2	ENSG00000251201	TMED7-TICAM2	100302736	TMED7-TICAM2	Stim	16	0.031871	0.14095	1	2614	5	0.078495	0.14747	0.41983	1	8094	8	0.078495	0.679582826579797	15151	0.782500903878932
TMED8	ENSG00000100580	TMED8	283578	TMED8	Stim	16	0.36666	0.68721	1	12371	6	-0.027252	0.019026	0.096217	0.914477	2024	4	-0.027252	-0.206673644413822	7142.5	0.368834254429007
TMED9	ENSG00000184840	TMED9	54732	TMED9	Stim	16	0.70223	0.90436	1	16962	3	0.093019	0.032517	0.14579	0.944659	2972	8	0.093019	0.801307215779598	15923	0.822374877330716
TMEFF1	ENSG00000241697	TMEFF1	8577	TMEFF1	Stim	16	0.027202	0.12491	1	2397	9	-0.19848	0.3634	0.69231	1	13116	5	-0.19848	-1.64172071917997	916	0.0472599555808068
TMEM100	ENSG00000166292	TMEM100	55273	TMEM100	Stim	16	0.089964	0.29901	1	5152	5	0.023472	0.25477	0.57499	1	10990	4	0.023472	0.218439817288924	11181	0.577449511905377
TMEM101	ENSG00000091947	TMEM101	84336	TMEM101	Stim	16	0.40505	0.72164	1	13060	6	-0.028045	0.47907	0.78518	1	14799	6	-0.028045	-0.21331970890263	7079	0.365580290274263
TMEM102	ENSG00000181284	TMEM102	284114	TMEM102	Stim	16	0.01894	0.095353	0.940859	1947	5	0.024002	0.05051	0.20202	0.969961	4004	7	0.024002	0.222881701499603	11214	0.579153969319767
TMEM104	ENSG00000109066	TMEM104	54868	TMEM104	Stim	16	0.67141	0.89166	1	16663	5	0.12317	0.0075858	0.045711	0.839227	1042	10	0.12317	1.05400014188557	17230	0.889881720985486
TMEM105	ENSG00000185332	TMEM105	284186	TMEM105	Stim	16	0.46577	0.77322	1	14121	6	-0.060406	0.33734	0.67008	1	12721	5	-0.060406	-0.484534454075774	4932	0.254687257889572
TMEM106A	ENSG00000184988	TMEM106A	113277	TMEM106A	Stim	16	0.11356	0.3507	1	6082	6	0.086081	0.056686	0.22037	0.971833	4338	7	0.086081	0.743160437187735	15559	0.803574195547751
TMEM106B	ENSG00000106460	TMEM106B	54664	TMEM106B	Stim	16	0.67224	0.89211	1	16675	4	0.047552	0.0043405	0.028405	0.807614	679	7	0.047552	0.420252216898619	12978	0.670264965652601
TMEM106C	ENSG00000134291	TMEM106C	79022	TMEM106C	Stim	16	0.68674	0.89885	1	16835	4	0.021612	0.42395	0.74221	1	14019	6	0.021612	0.202851317983524	11033	0.569805278652962
TMEM107	ENSG00000179029	TMEM107	84314	TMEM107	Stim	16	0.13886	0.4025	1	7036	6	0.076716	0.022992	0.11252	0.934191	2324	8	0.076716	0.664673181276407	15041	0.776819379164299
TMEM108	ENSG00000144868	TMEM108	66000	TMEM108	Stim	16	0.024156	0.11419	0.987356	2222	9	-0.1721	0.024593	0.1189	0.93722	2444	5	-0.1721	-1.42063221827865	1249	0.0644594803987397
TMEM109	ENSG00000110108	TMEM109	79073	TMEM109	Stim	16	0.86049	0.96176	1	18294	3	0.042324	0.10453	0.33493	0.98516	6546	7	0.042324	0.376436800571398	12568	0.649088373534425
TMEM11	ENSG00000178307	TMEM11	8834	TMEM11	Stim	16	0.20064	0.49673	1	8763	5	0.061282	0.34572	0.67735	1	12838	6	0.061282	0.535322160696007	13994	0.722741593925934
TMEM110	ENSG00000213533	STIMATE	375346	STIMATE	Stim	16	0.85834	0.96129	1	18281	3	0.11892	0.016146	0.084104	0.899484	1801	8	0.11892	1.0183812590641	17067	0.881462734362894
TMEM110-MUSTN1	ENSG00000248592	STIMATE-MUSTN1	100526772	STIMATE-MUSTN1	Stim	12	0.056586	0.19932	1	3863	4	-0.066621	0.50829	0.77124	1	15206	3	-0.066621	-0.536621832131184	4588	0.236919580600176
TMEM114	ENSG00000232258	TMEM114	283953	TMEM114	Stim	16	0.56665	0.83376	1	15367	4	0.028088	0.27479	0.59981	1	11426	5	0.028088	0.257126114489853	11530	0.595475440318165
TMEM115	ENSG00000126062	TMEM115	11070	TMEM115	Stim	16	0.076646	0.26813	1	4644	7	-0.0035655	0.61826	0.86678	1	16394	5	-0.0035655	-0.00815913430771647	9007	0.465161923454367
TMEM116	ENSG00000198270	TMEM116	89894	TMEM116	Stim	16	0.27697	0.6009	1	10716	6	-0.026227	0.020155	0.10083	0.919177	2119	6	-0.026227	-0.198083207968642	7216	0.372656371055214
TMEM117	ENSG00000139173	TMEM117	84216	TMEM117	Stim	16	0.77375	0.93076	1	17542	3	0.1044	0.10605	0.33818	0.98516	6609	8	0.1044	0.896690393518715	16471	0.850679200454522
TMEM119	ENSG00000183160	TMEM119	338773	TMEM119	Stim	16	0.04195	0.17424	1	3148	9	-0.15811	0.53217	0.82299	1	15530	2	-0.15811	-1.30338323694395	1496	0.0772170858943236
TMEM120A	ENSG00000189077	TMEM120A	83862	TMEM120A	Stim	16	0.41653	0.73172	1	13257	2	0.22672	0.0041841	0.02755	0.804556	661	11	0.22672	1.92184374568889	19077	0.985279685966634
TMEM120B	ENSG00000188735	TMEM120B	144404	TMEM120B	Stim	16	0.44522	0.75614	1	13789	6	-0.070582	0.19883	0.50119	1	9620	6	-0.070582	-0.569818630920801	4390	0.226692836113837
TMEM121	ENSG00000184986	TMEM121	80757	TMEM121	Stim	16	0.051768	0.20481	1	3662	7	-0.076638	0.23268	0.54661	1	10446	3	-0.076638	-0.620573443713007	4065	0.209906513093332
TMEM123	ENSG00000152558	TMEM123	114908	TMEM123	Stim	16	0.20564	0.504	1	8894	7	0.061401	0.029144	0.1347	0.938166	2766	8	0.061401	0.536319489415008	13999	0.722999845049326
TMEM125	ENSG00000179178	TMEM125	128218	TMEM125	Stim	16	0.17098	0.45269	1	7940	7	-0.08256	0.60474	0.86001	1	16270	4	-0.08256	-0.670205214082135	3773	0.194824647487217
TMEM126A	ENSG00000171202	TMEM126A	84233	TMEM126A	Stim	16	0.98354	0.99398	1	19174	2	0.15742	0.0027086	0.018881	0.753775	479	11	0.15742	1.34104643285866	18251.5	0.942616600382212
TMEM126B	ENSG00000171204	TMEM126B	55863	TMEM126B	Stim	16	0.082884	0.2827	1	4882	5	-0.055236	0.47109	0.77908	1	14680	4	-0.055236	-0.441205130737647	5221	0.269614172821652
TMEM127	ENSG00000135956	TMEM127	55654	TMEM127	Stim	16	6.125e-06	7.3892e-05	0.009113	156	12	-0.28725	0.99805	0.99838	1	19242	1	-0.28725	-2.38569441990059	388	0.0199886369505707
TMEM128	ENSG00000132406	TMEM128	85013	TMEM128	Stim	16	0.21806	0.52169	1	9224	6	0.049183	0.03504	0.15396	0.952455	3114	5	0.049183	0.433921486988462	13099	0.676514642838696
TMEM129	ENSG00000168936	TMEM129	92305	TMEM129	Stim	16	0.15619	0.42995	1	7536	7	-0.077858	0.9105	0.97671	1	18608	2	-0.077858	-0.630798158311172	3993	0.206187696916482
TMEM130	ENSG00000166448	TMEM130	222865	TMEM130	Stim	16	0.27211	0.59463	1	10584	4	-0.048434	0.81665	0.94897	1	17998	2	-0.048434	-0.384198156396071	5676	0.293115025050359
TMEM131	ENSG00000075568	TMEM131	23505	TMEM131	Stim	16	0.12968	0.38392	1	6679	6	0.031108	0.13962	0.40497	0.997817	7836	6	0.031108	0.282436473577115	11754	0.607045090646144
TMEM132A	ENSG00000006118	TMEM132A	54972	TMEM132A	Stim	16	0.023511	0.1119	0.98434	2186	5	-0.050208	0.20905	0.51523	1	9877	5	-0.050208	-0.399065897131436	5545	0.286348845617478
TMEM132B	ENSG00000139364	TMEM132B	114795	TMEM132B	Stim	16	0.41132	0.72722	1	13158	5	-0.053791	0.13557	0.39715	0.996433	7698	4	-0.053791	-0.429094710578344	5315	0.274469293941429
TMEM132C	ENSG00000181234	TMEM132C	92293	TMEM132C	Stim	16	0.10871	0.3404	1	5901	6	0.026397	0.1512	0.42683	1	8212	5	0.026397	0.242953989583707	11394	0.588451009761892
TMEM132D	ENSG00000151952	TMEM132D	121256	TMEM132D	Stim	16	0.052244	0.20625	1	3679	6	-0.047899	0.57542	0.84517	1	15991	5	-0.047899	-0.379714367617367	5713	0.295026083363463
TMEM132E	ENSG00000181291	TMEM132E	124842	TMEM132E	Stim	16	0.53168	0.8138	1	14949	4	-0.039529	0.22382	0.53495	1	10229	7	-0.039529	-0.309566120743067	6300	0.325344765249729
TMEM133	ENSG00000165895	ARHGAP42	143872	ARHGAP42	Stim	12	0.015904	0.074845	0.896389	1747	4	0.10767	0.26497	0.55515	1	11228	4	0.10767	0.924095981007241	16621	0.858426734156294
TMEM134	ENSG00000172663	TMEM134	80194	TMEM134	Stim	16	0.41677	0.73193	1	13264	5	0.031907	0.22906	0.54189	1	10356	7	0.031907	0.289132823547553	11814	0.610144104126853
TMEM135	ENSG00000166575	TMEM135	65084	TMEM135	Stim	16	0.18483	0.47348	1	8327	6	0.14999	0.087686	0.29896	0.983444	5869	8	0.14999	1.27877624477312	18037	0.931563452301018
TMEM136	ENSG00000181264	TLCD5	219902	TLCD5	Stim	16	0.085643	0.28908	1	4984	8	-0.11186	0.43598	0.75182	1	14159	4	-0.11186	-0.91576598271021	2591	0.133774081917256
TMEM138	ENSG00000149483	TMEM138	51524	TMEM138	Stim	16	0.015062	0.078995	0.906108	1680	8	-0.13216	0.064952	0.24402	0.971833	4821	7	-0.13216	-1.0858985288928	2039	0.105263157894737
TMEM139	ENSG00000178826	TMEM139	135932	TMEM139	Stim	16	0.22728	0.53457	1	9443	4	0.1509	0.0058516	0.036809	0.827224	851	9	0.1509	1.28640287615371	18069	0.933216259490729
TMEM140	ENSG00000146859	TMEM140	55281	TMEM140	Stim	16	0.83521	0.95419	1	18082	3	-0.019879	0.10467	0.33524	0.98516	6550	4	-0.019879	-0.144881168403761	7712	0.398274882495739
TMEM141	ENSG00000244187	TMEM141	85014	TMEM141	Stim	16	0.98253	0.99362	1	19161	2	0.08725	0.13323	0.39262	0.995148	7621	7	0.08725	0.752957725192043	15621	0.806776509477816
TMEM143	ENSG00000161558	TMEM143	55260	TMEM143	Stim	16	0.71803	0.9101	1	17063	4	0.045369	0.21094	0.51776	1	9929	6	0.045369	0.401956682498787	12812	0.661691028355973
TMEM144	ENSG00000164124	TMEM144	55314	TMEM144	Stim	16	0.35304	0.6747	1	12105	4	-0.036129	0.24177	0.55844	1	10680	4	-0.036129	-0.281071014485884	6539	0.337689168947885
TMEM145	ENSG00000167619	TMEM145	284339	TMEM145	Stim	16	0.10891	0.3408	1	5913	8	-0.15717	0.22899	0.54179	1	10352	6	-0.15717	-1.2955051781552	1520	0.0784566912866071
TMEM147	ENSG00000105677	TMEM147	10430	TMEM147	Stim	16	0.18958	0.48047	1	8452	7	-0.012089	0.041622	0.175	0.96454	3497	3	-0.012089	-0.0795938514203922	8361	0.431795878312071
TMEM14A	ENSG00000096092	TMEM14A	28978	TMEM14A	Stim	16	0.053082	0.20883	1	3711	8	-0.12286	0.90634	0.97574	1	18586	3	-0.12286	-1.0079560323658	2252	0.116264655751253
TMEM14B	ENSG00000137210	TMEM14B	81853	TMEM14B	Stim	16	0.21228	0.51348	1	9072	7	0.051083	0.078652	0.27894	0.975211	5506	8	0.051083	0.449845222838064	13244	0.684003925417076
TMEM14C	ENSG00000111843	TMEM14C	51522	TMEM14C	Stim	16	0.014541	0.076665	0.898178	1643	9	-0.15922	0.035481	0.15539	0.954228	3140	5	-0.15922	-1.31268605104556	1472	0.0759774805020402
TMEM14E	ENSG00000221962	TMEM14EP	645843	TMEM14EP	Stim	16	0.14355	0.40993	1	7147	6	-0.053503	0.92908	0.98128	1	18726	3	-0.053503	-0.426681007460088	5337	0.275605598884355
TMEM150A	ENSG00000168890	TMEM150A	129303	TMEM150A	Stim	12	0.18084	0.44206	1	8209	3	-0.073917	0.37261	0.66633	1	13264	2	-0.073917	-0.597768977793656	4219	0.217860647693817
TMEM150B	ENSG00000180061	TMEM150B	284417	TMEM150B	Stim	16	0.029584	0.13325	1	2513	7	-0.068073	0.070183	0.2586	0.971833	5109	5	-0.068073	-0.548790918685721	4523	0.233562315996075
TMEM150C	ENSG00000249242	TMEM150C	441027	TMEM150C	Stim	16	0.059815	0.22742	1	3991	7	-0.041492	0.15805	0.43941	1	8454	6	-0.041492	-0.326017854149788	6153	0.317752182221993
TMEM151A	ENSG00000179292	TMEM151A	256472	TMEM151A	Stim	16	0.81609	0.94682	1	17910	1	0.064707	0.14402	0.4133	0.999793	7979	7	0.064707	0.564026789793316	14257	0.736325603016373
TMEM151B	ENSG00000178233	TMEM151B	441151	TMEM151B	Stim	16	0.14699	0.41548	1	7255	5	0.010904	0.038999	0.1667	0.958748	3352	6	0.010904	0.113108495100609	10163	0.524869583182687
TMEM154	ENSG00000170006	TMEM154	201799	TMEM154	Stim	16	0.13648	0.3977	1	6942	3	0.10327	0.04925	0.19828	0.969961	3933	8	0.10327	0.887219961145004	16417	0.847890088321884
TMEM155	ENSG00000164112	SMIM43	132332	SMIM43	Stim	16	0.35215	0.67391	1	12093	4	0.096933	0.0038807	0.025738	0.791018	626	8	0.096933	0.834110111629778	16098	0.83141366664945
TMEM156	ENSG00000121895	TMEM156	80008	TMEM156	Stim	16	0.25338	0.5702	1	10104	4	0.15252	0.044714	0.18455	0.96454	3673	9	0.15252	1.2999799561939	18123.5	0.936005371623367
TMEM158	ENSG00000249992	TMEM158	25907	TMEM158	Stim	16	0.075877	0.26639	1	4615	7	-0.08021	0.6371	0.87604	1	16564	4	-0.08021	-0.650510067110259	3886	0.200661122875885
TMEM159	ENSG00000011638	LDAF1	57146	LDAF1	Stim	16	0.12529	0.37513	1	6512	8	-0.12266	0.23362	0.54783	1	10475	5	-0.12266	-1.00627984964479	2257	0.116522906874645
TMEM160	ENSG00000130748	TMEM160	54958	TMEM160	Stim	16	0.15474	0.42767	1	7486	5	0.079444	0.11346	0.35343	0.989973	6880	7	0.079444	0.687536313590993	15222	0.786168069831104
TMEM161A	ENSG00000064545	TMEM161A	54929	TMEM161A	Stim	16	0.47546	0.78111	1	14277	3	0.228	0.0018514	0.013649	0.732496	360	11	0.228	1.93257131510336	19084	0.985641237539383
TMEM161B	ENSG00000164180	TMEM161B	153396	TMEM161B	Stim	16	0.71414	0.90871	1	17041	4	0.0094827	0.30237	0.63308	1	12019	7	0.0094827	0.101196702593746	10028	0.517896802851092
TMEM163	ENSG00000152128	TMEM163	81615	TMEM163	Stim	16	0.61189	0.85916	1	15939	5	-0.053201	0.034652	0.15271	0.951927	3088	5	-0.053201	-0.424149971551362	5355	0.276535302928568
TMEM164	ENSG00000157600	TMEM164	84187	TMEM164	Stim	16	0.19672	0.49101	1	8660	4	0.042678	0.51613	0.81289	1	15332	6	0.042678	0.379403643987587	12600	0.650741180724136
TMEM165	ENSG00000134851	TMEM165	55858	TMEM165	Stim	16	0.17783	0.46309	1	8115	5	0.11201	0.076176	0.27337	0.972941	5417	8	0.11201	0.960469146053174	16802	0.867775424823098
TMEM167A	ENSG00000174695	TMEM167A	153339	TMEM167A	Stim	16	0.27802	0.60227	1	10746	5	0.064282	0.28196	0.60865	1	11585	7	0.064282	0.560464901511168	14224	0.734621145601983
TMEM167B	ENSG00000215717	TMEM167B	56900	TMEM167B	Stim	16	0.48087	0.78428	1	14340	5	0.077276	0.10306	0.33189	0.98516	6486	7	0.077276	0.669366492895237	15073.5	0.778472186354011
TMEM168	ENSG00000146802	TMEM168	64418	TMEM168	Stim	16	0.53785	0.81738	1	15023	3	0.02166	0.0075263	0.045418	0.839227	1038	7	0.02166	0.203253601836567	11037	0.570011879551676
TMEM169	ENSG00000163449	TMEM169	92691	TMEM169	Stim	16	0.7736	0.9307	1	17540	1	0.16607	0.025438	0.12206	0.93722	2510	8	0.16607	1.41354133554238	18431	0.951913640824338
TMEM17	ENSG00000186889	TMEM17	200728	TMEM17	Stim	16	0.027481	0.12592	1	2412	7	-0.050585	0.16718	0.45601	1	8755	4	-0.050585	-0.402225501560541	5519	0.285005939775838
TMEM170A	ENSG00000166822	TMEM170A	124491	TMEM170A	Stim	16	0.5707	0.83607	1	15433	4	-0.012903	0.44804	0.76128	1	14331	6	-0.012903	-0.0864159150949059	8291	0.428180362584577
TMEM170B	ENSG00000205269	TMEM170B	100113407	TMEM170B	Stim	16	0.061296	0.23115	1	4046	6	0.022794	0.21504	0.52322	1	10025	7	0.022794	0.212757557864698	11126	0.574608749548061
TMEM171	ENSG00000157111	TMEM171	134285	TMEM171	Stim	16	0.21684	0.51997	1	9197	2	0.0043554	0.32083	0.65438	1	12413	7	0.0043554	0.0582252442665538	9618	0.496720210732917
TMEM173	ENSG00000184584	STING1	340061	STING1	Stim	16	0.33546	0.65837	1	11816	5	0.16005	0.023504	0.11455	0.936151	2362	9	0.16005	1.36308823563996	18310	0.945663963638242
TMEM174	ENSG00000164325	TMEM174	134288	TMEM174	Stim	16	0.53505	0.8158	1	14993	4	0.17618	0.0074385	0.04501	0.839227	1029	9	0.17618	1.49827237208947	18578	0.959506223852074
TMEM175	ENSG00000127419	TMEM175	84286	TMEM175	Stim	16	0.13973	0.40392	1	7049	5	-0.01858	0.078513	0.27862	0.975211	5500	6	-0.01858	-0.133994361630796	7809	0.403284954289551
TMEM176A	ENSG00000002933	TMEM176A	55365	TMEM176A	Stim	16	0.16625	0.44551	1	7804	7	-0.072447	0.29102	0.61956	1	11776	4	-0.072447	-0.585449034794227	4294	0.221734414544703
TMEM176B	ENSG00000106565	TMEM176B	28959	TMEM176B	Stim	16	0.26602	0.58686	1	10428	2	0.15112	0.015604	0.081821	0.899484	1740	9	0.15112	1.28824667714683	18076	0.933577811063478
TMEM177	ENSG00000144120	TMEM177	80775	TMEM177	Stim	16	0.40044	0.71749	1	12980	5	-0.0032977	0.34485	0.67663	1	12832	4	-0.0032977	-0.00591472564428307	9030	0.466349878621972
TMEM178A	ENSG00000152154	TMEM178A	130733	TMEM178A	Stim	16	0.047679	0.19223	1	3442	4	0.17324	0.10298	0.33172	0.98516	6483	7	0.17324	1.47363248609062	18535	0.957285264190899
TMEM178B	ENSG00000261115	TMEM178B	100507421	TMEM178B	Stim	16	0.082184	0.28108	1	4849	8	-0.12695	0.47905	0.78517	1	14797	2	-0.12695	-1.04223396901047	2144	0.110686431485977
TMEM179	ENSG00000258986	TMEM179	388021	TMEM179	Stim	16	0.27231	0.5949	1	10587	7	-0.078818	0.54413	0.82918	1	15659	5	-0.078818	-0.638843835372024	3949	0.203915087030629
TMEM179B	ENSG00000185475	TMEM179B	374395	TMEM179B	Stim	16	0.011126	0.061245	0.830404	1421	10	-0.26619	0.33527	0.66828	1	12693	4	-0.26619	-2.20919237937816	475	0.0244822064975983
TMEM18	ENSG00000151353	TMEM18	129787	TMEM18	Stim	16	0.013698	0.072871	0.883932	1588	7	-0.030603	0.56432	0.83946	1	15873	5	-0.030603	-0.234758085904357	6893	0.355973348484066
TMEM180	ENSG00000138111	MFSD13A	79847	MFSD13A	Stim	16	0.041915	0.17414	1	3145	6	0.071294	0.20716	0.51264	1	9832	7	0.071294	0.619231867709805	14708.5	0.759619854346366
TMEM181	ENSG00000146433	TMEM181	57583	TMEM181	Stim	16	0.57717	0.83973	1	15509	4	0.069508	0.154	0.43201	1	8300	5	0.069508	0.604263556011179	14590	0.753525127834306
TMEM182	ENSG00000170417	TMEM182	130827	TMEM182	Stim	12	0.039596	0.1516	1	3010	5	-0.057098	0.80104	0.92472	1	17899	3	-0.057098	-0.456810391870257	5119	0.264345849904447
TMEM183A	ENSG00000163444	TMEM183A	92703	TMEM183A	Stim	16	0.35826	0.67948	1	12206	2	0.082606	0.034322	0.15168	0.950996	3065	7	0.082606	0.714036762410173	15391	0.794896957801766
TMEM183B	ENSG00000224831	TMEM183BP	653659	TMEM183BP	Stim	16	0.53073	0.81323	1	14941	4	0.05075	0.28992	0.61826	1	11749	7	0.05075	0.447054378607581	13227	0.683125871597541
TMEM184A	ENSG00000164855	TMEM184A	202915	TMEM184A	Stim	16	0.22626	0.53313	1	9414	3	0.0327	0.027637	0.12956	0.93722	2667	7	0.0327	0.29577888803636	11891	0.614121171427096
TMEM184B	ENSG00000198792	TMEM184B	25829	TMEM184B	Stim	16	0.687	0.89895	1	16838	4	0.12231	0.034933	0.15362	0.95222	3106	9	0.12231	1.04679255618523	17200	0.888332214245132
TMEM184C	ENSG00000164168	TMEM184C	55751	TMEM184C	Stim	16	0.29939	0.62418	1	11147	5	-0.066617	0.4595	0.77018	1	14509	4	-0.066617	-0.536588308476763	4589	0.236971230824854
TMEM185A	ENSG00000269556	TMEM185A	84548	TMEM185A	Stim	16	0.014922	0.078375	0.905348	1667	8	-0.16145	0.18601	0.48335	1	9270	6	-0.16145	-1.33137548838483	1424.5	0.0734982697174733
TMEM185B	ENSG00000226479	TMEM185B	79134	TMEM185B	Stim	16	0.037717	0.16052	1	2905	8	-0.14029	0.046242	0.18915	0.96454	3768	7	-0.14029	-1.15403535650189	1839	0.0949331129590414
TMEM186	ENSG00000184857	TMEM186	25880	TMEM186	Stim	16	0.63183	0.87004	1	16171	3	0.17461	0.024337	0.11787	0.93722	2420	9	0.17461	1.48511433772954	18559	0.958524869583183
TMEM187	ENSG00000177854	TMEM187	8269	TMEM187	Stim	16	0.41645	0.73164	1	13254	6	-0.0025304	0.26316	0.58549	1	11188	7	-0.0025304	0.000515949364874676	9086	0.469242291203967
TMEM189	ENSG00000240849	PEDS1	387521	PEDS1	Stim	16	0.27389	0.59697	1	10635	4	-0.0015376	0.11444	0.35547	0.989973	6917	6	-0.0015376	0.00883652039197204	9163	0.473219358504209
TMEM189-UBE2V1	ENSG00000124208	PEDS1-UBE2V1	387522	PEDS1-UBE2V1	Stim	16	0.3934	0.71134	1	12876	3	0.079842	0.23997	0.55616	1	10633	7	0.079842	0.690871917205805	15254	0.787820877020815
TMEM19	ENSG00000139291	TMEM19	55266	TMEM19	Stim	16	0.019711	0.098174	0.947766	1996	6	0.016053	0.40821	0.7296	1	13788	5	0.016053	0.156261819253031	10595	0.547182480243789
TMEM190	ENSG00000160472	TMEM190	147744	TMEM190	Stim	16	0.66005	0.88549	1	16527	5	0.045735	0.51657	0.81317	1	15338	6	0.045735	0.405024096878236	12841	0.663188884871649
TMEM191B	ENSG00000278558	TMEM191B	728229	TMEM191B	Stim	16	0.075721	0.26603	1	4607	4	0.042366	0.9485	0.98669	1	18853	3	0.042366	0.37678879894281	12569	0.649140023759103
TMEM191C	ENSG00000206140	TMEM191C	645426	TMEM191C	Stim	16	0.03627	0.15568	1	2826	6	-0.043585	0.16537	0.45274	1	8699	6	-0.043585	-0.343559106325165	5999	0.309798047621507
TMEM192	ENSG00000170088	TMEM192	201931	TMEM192	Stim	16	0.79601	0.93913	1	17731	4	0.048121	0.47323	0.78071	1	14714	5	0.048121	0.425020956739894	13023	0.672589225763132
TMEM194A	ENSG00000166881	NEMP1	23306	NEMP1	Stim	16	0.48761	0.78823	1	14431	4	0.030396	0.005249	0.033472	0.820861	784	7	0.030396	0.276469263090317	11706.5	0.604565879861577
TMEM194B	ENSG00000189362	NEMP2	100131211	NEMP2	Stim	16	0.35306	0.67472	1	12106	5	0.083484	0.62264	0.86893	1	16434	5	0.083484	0.72139520455541	15435	0.797169567687619
TMEM196	ENSG00000173452	TMEM196	256130	TMEM196	Stim	16	0.84652	0.95847	1	18200	3	0.0038077	0.4362	0.752	1	14161	5	0.0038077	0.0536350178850659	9586	0.495067403543205
TMEM198	ENSG00000188760	TMEM198	130612	TMEM198	Stim	16	0.2495	0.56498	1	10005	3	0.071237	0.27611	0.60142	1	11458	6	0.071237	0.618754155634317	14700	0.759206652548939
TMEM199	ENSG00000244045	TMEM199	147007	TMEM199	Stim	16	0.13616	0.39706	1	6933	6	-0.12222	0.90104	0.97455	1	18553	3	-0.12222	-1.00259224765857	2270	0.117194359795465
TMEM2	ENSG00000135048	CEMIP2	23670	CEMIP2	Stim	16	0.12717	0.37888	1	6574	2	0.12543	0.11416	0.35488	0.989973	6907	8	0.12543	1.072941006633	17304	0.893703837611694
