id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Enrichment	pos.rank	neg.rank
NKD1	ENSG00000140807	NKD1	85407	NKD1	0.395885	4180	14725
PAGE5	ENSG00000158639	PAGE5	90737	PAGE5	0.396	4179	14726
MPDZ	ENSG00000107186	MPDZ	8777	MPDZ	0.396175	4178	14727
C9orf41	ENSG00000156017	CARNMT1	138199	CARNMT1	0.396345	4177	14728
DPH2	ENSG00000132768	DPH2	1802	DPH2	0.396365	4176	14729
NUS1	ENSG00000153989	NUS1	116150	NUS1	0.396495	4175	14730
FOXO1	ENSG00000150907	FOXO1	2308	FOXO1	0.3967535	4174	14731
MMP15	ENSG00000102996	MMP15	4324	MMP15	0.39685	4173	14732
PATE4	ENSG00000237353	PATE4	399968	PATE4	0.39699	4172	14733
CREBZF	ENSG00000137504	CREBZF	58487	CREBZF	0.397125	4171	14734
ADAM22	ENSG00000008277	ADAM22	53616	ADAM22	0.397258	4170	14735
SGCG	ENSG00000102683	SGCG	6445	SGCG	0.397339	4169	14736
TULP2	ENSG00000104804	TULP2	7288	TULP2	0.3975575	4168	14737
WARS2	ENSG00000116874	WARS2	10352	WARS2	0.397755	4167	14738
ERCC8	ENSG00000049167	ERCC8	1161	ERCC8	0.3978	4166	14739
MPHOSPH9	ENSG00000051825	MPHOSPH9	10198	MPHOSPH9	0.397895	4165	14740
CHST8	ENSG00000124302	CHST8	64377	CHST8	0.39843	4164	14741
PTGDS	ENSG00000107317	PTGDS	5730	PTGDS	0.398505	4163	14742
SP3	ENSG00000172845	SP3	6670	SP3	0.39861	4162	14743
GPR50	ENSG00000102195	GPR50	9248	GPR50	0.398955	4161	14744
ATM	ENSG00000149311	ATM	472	ATM	0.39917	4160	14745
HSD17B11	ENSG00000198189	HSD17B11	51170	HSD17B11	0.3992275	4159	14746
EFCAB9	ENSG00000214360	EFCAB9	285588	EFCAB9	0.39937	4158	14747
CYB5R3	ENSG00000100243	CYB5R3	1727	CYB5R3	0.39944	4157	14748
TP53TG5	ENSG00000124251	TP53TG5	27296	TP53TG5	0.3995615	4156	14749
BCDIN3D	ENSG00000186666	BCDIN3D	144233	BCDIN3D	0.400155	4155	14750
OR2T29	ENSG00000182783	OR2T29	343563	OR2T29	0.40025	4154	14751
NOP58	ENSG00000055044	NOP58	51602	NOP58	0.40027	4153	14752
GRIN2B	ENSG00000273079	GRIN2B	2904	GRIN2B	0.40028	4152	14753
SLC35G6	ENSG00000259224	SLC35G6	643664	SLC35G6	0.40036	4151	14754
ELAC1	ENSG00000141642	ELAC1	55520	ELAC1	0.40053	4150	14755
KLF14	ENSG00000266265	KLF14	136259	KLF14	0.400556	4149	14756
ESRP2	ENSG00000103067	ESRP2	80004	ESRP2	0.40076	4148	14757
CWC22	ENSG00000163510	CWC22	57703	CWC22	0.40101	4147	14758
IL10RB	ENSG00000243646	IL10RB	3588	IL10RB	0.401135	4146	14759
FIGNL1	ENSG00000132436	FIGNL1	63979	FIGNL1	0.40134	4145	14760
HIST1H2AC	ENSG00000180573	H2AC6	8334	H2AC6	0.401505	4144	14761
PERP	ENSG00000112378	PERP	64065	PERP	0.40194	4143	14762
NUP210L	ENSG00000143552	NUP210L	91181	NUP210L	0.402285	4142	14763
IRX3	ENSG00000177508	IRX3	79191	IRX3	0.40229	4141	14764
IFIT1	ENSG00000185745	IFIT1	3434	IFIT1	0.402425	4140	14765
BRE	ENSG00000158019	BABAM2	9577	BABAM2	0.402525	4139	14766
RRH	ENSG00000180245	RRH	10692	RRH	0.402555	4138	14767
MBTPS2	ENSG00000012174	MBTPS2	51360	MBTPS2	0.402695	4136	14768
RIOK2	ENSG00000058729	RIOK2	55781	RIOK2	0.402695	4137	14769
TMEM208	ENSG00000168701	TMEM208	29100	TMEM208	0.40284	4135	14770
ESYT2	ENSG00000117868	ESYT2	57488	ESYT2	0.40304	4134	14771
LRRC32	ENSG00000137507	LRRC32	2615	LRRC32	0.40318	4133	14772
SSTR2	ENSG00000180616	SSTR2	6752	SSTR2	0.4031935	4132	14773
PCBD2	ENSG00000132570	PCBD2	84105	PCBD2	0.403305	4131	14774
CXCR4	ENSG00000121966	CXCR4	7852	CXCR4	0.403335	4130	14775
TAF12	ENSG00000120656	TAF12	6883	TAF12	0.4034	4129	14776
SCG2	ENSG00000171951	SCG2	7857	SCG2	0.40342	4128	14777
MBOAT1	ENSG00000172197	MBOAT1	154141	MBOAT1	0.40347	4127	14778
ISLR	ENSG00000129009	ISLR	3671	ISLR	0.4034725	4126	14779
STEAP1	ENSG00000164647	STEAP1	26872	STEAP1	0.403525	4125	14780
AQP12A	ENSG00000184945	AQP12A	375318	AQP12A	0.403955	4124	14781
DEFB124	ENSG00000180383	DEFB124	245937	DEFB124	0.404251	4123	14782
NUP188	ENSG00000095319	NUP188	23511	NUP188	0.404285	4122	14783
PSMB6	ENSG00000142507	PSMB6	5694	PSMB6	0.40463	4121	14784
ZFP62	ENSG00000196670	ZFP62	643836	ZFP62	0.405065	4120	14785
NDUFC1	ENSG00000109390	NDUFC1	4717	NDUFC1	0.405185	4119	14786
AGTPBP1	ENSG00000135049	AGTPBP1	23287	AGTPBP1	0.40525	4118	14787
SERPINB7	ENSG00000166396	SERPINB7	8710	SERPINB7	0.405375	4117	14788
NLGN4Y	ENSG00000165246	NLGN4Y	22829	NLGN4Y	0.405625	4116	14789
RAP2A	ENSG00000125249	RAP2A	5911	RAP2A	0.40564	4115	14790
THSD1	ENSG00000136114	THSD1	55901	THSD1	0.40574135	4114	14791
DST	ENSG00000151914	DST	667	DST	0.40582	4113	14792
POLE	ENSG00000177084	POLE	5426	POLE	0.40584	4111	14793
ZNF225	ENSG00000256294	ZNF225	7768	ZNF225	0.40584	4112	14794
RAB5C	ENSG00000108774	RAB5C	5878	RAB5C	0.4058405	4110	14795
MIDN	ENSG00000167470	MIDN	90007	MIDN	0.4060825	4109	14796
OPN4	ENSG00000122375	OPN4	94233	OPN4	0.40621	4108	14797
LRRCC1	ENSG00000133739	LRRCC1	85444	LRRCC1	0.406229	4107	14798
PITPNM1	ENSG00000110697	PITPNM1	9600	PITPNM1	0.406545	4106	14799
PPP1R16A	ENSG00000160972	PPP1R16A	84988	PPP1R16A	0.40655	4105	14800
MGC50722	NA	NA	NA	NA	0.406595	4104	14801
POMGNT2	ENSG00000144647	POMGNT2	84892	POMGNT2	0.4066	4103	14802
HELB	ENSG00000127311	HELB	92797	HELB	0.406755	4102	14803
RASAL1	ENSG00000111344	RASAL1	8437	RASAL1	0.40689	4101	14804
HELZ2	ENSG00000130589	HELZ2	85441	HELZ2	0.4071065	4100	14805
KREMEN1	ENSG00000183762	KREMEN1	83999	KREMEN1	0.40739	4099	14806
SEPHS1	ENSG00000086475	SEPHS1	22929	SEPHS1	0.407575	4098	14807
USP7	ENSG00000187555	USP7	7874	USP7	0.407655	4097	14808
GAK	ENSG00000178950	GAK	2580	GAK	0.407705	4096	14809
AMBRA1	ENSG00000110497	AMBRA1	55626	AMBRA1	0.408015	4095	14810
ATP10A	ENSG00000206190	ATP10A	57194	ATP10A	0.40804	4094	14811
LAMB2	ENSG00000172037	LAMB2	3913	LAMB2	0.40808	4093	14812
POTEJ	ENSG00000222038	POTEJ	653781	POTEJ	0.408115	4092	14813
EZH1	ENSG00000108799	EZH1	2145	EZH1	0.408155	4091	14814
HHLA3	ENSG00000197568	ANKRD13C-DT	11147	ANKRD13C-DT	0.408159	4090	14815
ANGPTL5	ENSG00000187151	ANGPTL5	253935	ANGPTL5	0.40816	4089	14816
THAP6	ENSG00000174796	THAP6	152815	THAP6	0.40819	4088	14817
UBOX5	ENSG00000185019	UBOX5	22888	UBOX5	0.408205	4087	14818
SMC1B	ENSG00000077935	SMC1B	27127	SMC1B	0.4082133	4086	14819
CGREF1	ENSG00000138028	CGREF1	10669	CGREF1	0.40829	4085	14820
ITM2A	ENSG00000078596	ITM2A	9452	ITM2A	0.40847	4084	14821
SLC30A4	ENSG00000104154	SLC30A4	7782	SLC30A4	0.408525	4083	14822
ARL6IP6	ENSG00000177917	ARL6IP6	151188	ARL6IP6	0.40858	4082	14823
HBQ1	ENSG00000086506	HBQ1	3049	HBQ1	0.408585	4081	14824
MT1X	ENSG00000187193	MT1X	4501	MT1X	0.40879905	4080	14825
SFTPC	ENSG00000168484	SFTPC	6440	SFTPC	0.40895	4079	14826
COQ5	ENSG00000110871	COQ5	84274	COQ5	0.40903	4078	14827
TSGA13	ENSG00000213265	TSGA13	114960	TSGA13	0.40904	4077	14828
C19orf81	ENSG00000235034	C19orf81	342918	C19orf81	0.409345	4076	14829
BCAS2	ENSG00000116752	BCAS2	10286	BCAS2	0.40946	4075	14830
KHDC3L	ENSG00000203908	KHDC3L	154288	KHDC3L	0.4095285	4074	14831
POLR3H	ENSG00000100413	POLR3H	171568	POLR3H	0.409585	4073	14832
IKBKB	ENSG00000104365	IKBKB	3551	IKBKB	0.410165	4072	14833
ARV1	ENSG00000173409	ARV1	64801	ARV1	0.410235	4071	14834
ASIC1	ENSG00000110881	ASIC1	41	ASIC1	0.410265	4070	14835
SCN3B	ENSG00000166257	SCN3B	55800	SCN3B	0.41037	4069	14836
DENND1B	ENSG00000213047	DENND1B	163486	DENND1B	0.41043	4068	14837
TMEM25	ENSG00000149582	TMEM25	84866	TMEM25	0.41049	4067	14838
ATP13A1	ENSG00000105726	ATP13A1	57130	ATP13A1	0.41087	4066	14839
ALG6	ENSG00000088035	ALG6	29929	ALG6	0.41088	4065	14840
ECM1	ENSG00000143369	ECM1	1893	ECM1	0.41093	4064	14841
PDF	ENSG00000258429	PDF	64146	PDF	0.4114	4063	14842
ZNF195	ENSG00000005801	ZNF195	7748	ZNF195	0.41149	4062	14843
DGCR14	ENSG00000100056	ESS2	8220	ESS2	0.41157	4061	14844
TMF1	ENSG00000144747	TMF1	7110	TMF1	0.41158	4060	14845
TM2D3	ENSG00000184277	TM2D3	80213	TM2D3	0.41178	4059	14846
C1orf21	ENSG00000116667	C1orf21	81563	C1orf21	0.41194	4058	14847
AFM	ENSG00000079557	AFM	173	AFM	0.412095	4057	14848
LPA	ENSG00000198670	LPA	4018	LPA	0.4122425	4056	14849
PLAGL2	ENSG00000126003	PLAGL2	5326	PLAGL2	0.412385	4055	14850
MORF4L2	ENSG00000123562	MORF4L2	9643	MORF4L2	0.4126295	4054	14851
CXCL12	ENSG00000107562	CXCL12	6387	CXCL12	0.4128575	4053	14852
S100A6	ENSG00000197956	S100A6	6277	S100A6	0.4129725	4052	14853
GP2	ENSG00000169347	GP2	2813	GP2	0.413163	4051	14854
CCPG1	ENSG00000260916	CCPG1	9236	CCPG1	0.4131725	4050	14855
CSAD	ENSG00000139631	CSAD	51380	CSAD	0.413197	4049	14856
RECQL5	ENSG00000108469	RECQL5	9400	RECQL5	0.41321	4048	14857
PPP2R3A	ENSG00000073711	PPP2R3A	5523	PPP2R3A	0.41349	4047	14858
SLC4A3	ENSG00000114923	SLC4A3	6508	SLC4A3	0.41371	4046	14859
TPX2	ENSG00000088325	TPX2	22974	TPX2	0.41394	4045	14860
ACVRL1	ENSG00000139567	ACVRL1	94	ACVRL1	0.414045	4044	14861
IQCF3	ENSG00000229972	IQCF3	401067	IQCF3	0.414215	4043	14862
TLK2	ENSG00000146872	TLK2	11011	TLK2	0.4144	4042	14863
SOX13	ENSG00000143842	SOX13	9580	SOX13	0.414475	4041	14864
EIF4A2	ENSG00000156976	EIF4A2	1974	EIF4A2	0.414705	4040	14865
CYP3A5	ENSG00000106258	CYP3A5	1577	CYP3A5	0.41475	4039	14866
ARPC5	ENSG00000162704	ARPC5	10092	ARPC5	0.414805	4038	14867
ZNF526	ENSG00000167625	ZNF526	116115	ZNF526	0.414845	4037	14868
SRPR	ENSG00000182934	SRPRA	6734	SRPRA	0.414865	4036	14869
NSUN7	ENSG00000179299	NSUN7	79730	NSUN7	0.414975	4035	14870
TMEM192	ENSG00000170088	TMEM192	201931	TMEM192	0.41498	4034	14871
SMARCA4	ENSG00000127616	SMARCA4	6597	SMARCA4	0.415015	4033	14872
ST5	ENSG00000166444	DENND2B	6764	DENND2B	0.415065	4032	14873
RPP30	ENSG00000148688	RPP30	10556	RPP30	0.415085	4031	14874
MLPH	ENSG00000115648	MLPH	79083	MLPH	0.41512	4030	14875
SLC9A7	ENSG00000065923	SLC9A7	84679	SLC9A7	0.415315	4029	14876
SERINC5	ENSG00000164300	SERINC5	256987	SERINC5	0.415635	4028	14877
ZNF286B	ENSG00000249459	ZNF286B	729288	ZNF286B	0.41580025	4027	14878
MEST	ENSG00000106484	MEST	4232	MEST	0.415855	4026	14879
GUCY2D	ENSG00000132518	GUCY2D	3000	GUCY2D	0.41597	4025	14880
TUBA3C	ENSG00000198033	TUBA3C	7278	TUBA3C	0.4160079	4024	14881
INO80E	ENSG00000169592	INO80E	283899	INO80E	0.41633	4023	14882
ZBTB20	ENSG00000181722	ZBTB20	26137	ZBTB20	0.416395	4022	14883
LHCGR	ENSG00000138039	LHCGR	3973	LHCGR	0.416399	4021	14884
PKDREJ	ENSG00000130943	PKDREJ	10343	PKDREJ	0.41648	4020	14885
KRTCAP3	ENSG00000157992	KRTCAP3	200634	KRTCAP3	0.416495	4019	14886
KCNG1	ENSG00000026559	KCNG1	3755	KCNG1	0.4165195	4018	14887
RHOXF2B	ENSG00000203989	RHOXF2B	727940	RHOXF2B	0.41657	4017	14888
RAB17	ENSG00000124839	RAB17	64284	RAB17	0.41672	4016	14889
TCEAL1	ENSG00000172465	TCEAL1	9338	TCEAL1	0.416835	4015	14890
TET2	ENSG00000168769	TET2	54790	TET2	0.41685	4014	14891
CYP21A2	ENSG00000231852	CYP21A2	1589	CYP21A2	0.416945	4013	14892
CLDN10	ENSG00000134873	CLDN10	9071	CLDN10	0.41695	4012	14893
TTC1	ENSG00000113312	TTC1	7265	TTC1	0.41717	4011	14894
MAPK1IP1L	ENSG00000168175	MAPK1IP1L	93487	MAPK1IP1L	0.417275	4010	14895
SPAG5	ENSG00000076382	SPAG5	10615	SPAG5	0.41732	4009	14896
MARCH2	ENSG00000099785	MARCHF2	51257	MARCHF2	0.417335	4008	14897
ANKRD13A	ENSG00000076513	ANKRD13A	88455	ANKRD13A	0.417375	4007	14898
KLHL17	ENSG00000187961	KLHL17	339451	KLHL17	0.417455	4006	14899
C10orf120	ENSG00000183559	C10orf120	399814	C10orf120	0.41752	4005	14900
TPTE2	ENSG00000132958	TPTE2	93492	TPTE2	0.4175215	4004	14901
TMEM214	ENSG00000119777	TMEM214	54867	TMEM214	0.417645	4003	14902
KLHL21	ENSG00000162413	KLHL21	9903	KLHL21	0.417775	4002	14903
PYCRL	ENSG00000104524	PYCR3	65263	PYCR3	0.417825	4001	14904
BCL7C	ENSG00000099385	BCL7C	9274	BCL7C	0.41786	4000	14905
ZMAT2	ENSG00000146007	ZMAT2	153527	ZMAT2	0.418115	3999	14906
ADK	ENSG00000156110	ADK	132	ADK	0.41834	3998	14907
C22orf46	ENSG00000184208	C22orf46P	79640	C22orf46P	0.41841	3997	14908
HIPK3	ENSG00000110422	HIPK3	10114	HIPK3	0.4188825	3996	14909
TEDDM1	ENSG00000203730	TEDDM1	127670	TEDDM1	0.4188855	3995	14910
DMPK	ENSG00000104936	DMPK	1760	DMPK	0.41896	3994	14911
RAB40C	ENSG00000197562	RAB40C	57799	RAB40C	0.4192	3993	14912
GPR119	ENSG00000147262	GPR119	139760	GPR119	0.41925	3992	14913
KIF5A	ENSG00000155980	KIF5A	3798	KIF5A	0.419295	3991	14914
ACTN4	ENSG00000130402	ACTN4	81	ACTN4	0.419372	3990	14915
SPINT2	ENSG00000167642	SPINT2	10653	SPINT2	0.419401	3989	14916
MAGED4B	ENSG00000187243	MAGED4B	81557	MAGED4B	0.4194175	3988	14917
SLX1B	ENSG00000181625	SLX1B	79008	SLX1B	0.419467	3987	14918
NCOA5	ENSG00000124160	NCOA5	57727	NCOA5	0.42038	3986	14919
FAM163A	ENSG00000143340	FAM163A	148753	FAM163A	0.420435	3985	14920
NBL1	ENSG00000158747	NBL1	4681	NBL1	0.42084	3984	14921
CYBA	ENSG00000051523	CYBA	1535	CYBA	0.420925	3983	14922
HOXD10	ENSG00000128710	HOXD10	3236	HOXD10	0.42098	3982	14923
TMBIM1	ENSG00000135926	TMBIM1	64114	TMBIM1	0.42108	3981	14924
PPARGC1B	ENSG00000155846	PPARGC1B	133522	PPARGC1B	0.42155	3980	14925
LAIR2	ENSG00000167618	LAIR2	3904	LAIR2	0.42159	3979	14926
C1orf115	ENSG00000162817	C1orf115	79762	C1orf115	0.421635	3978	14927
NOP2	ENSG00000111641	NOP2	4839	NOP2	0.42164	3977	14928
MYOZ1	ENSG00000177791	MYOZ1	58529	MYOZ1	0.42182	3976	14929
REPS1	ENSG00000135597	REPS1	85021	REPS1	0.421835	3975	14930
SPANXB1	ENSG00000227234	SPANXB1	728695	SPANXB1	0.422025	3974	14931
ENO4	ENSG00000188316	ENO4	387712	ENO4	0.42213	3973	14932
LRRC74A	ENSG00000100565	LRRC74A	145497	LRRC74A	0.42218	3972	14933
LHX1	ENSG00000273706	LHX1	3975	LHX1	0.422255	3971	14934
FGF18	ENSG00000156427	FGF18	8817	FGF18	0.422277	3970	14935
ACKR2	ENSG00000144648	ACKR2	1238	ACKR2	0.422375	3969	14936
POLE4	ENSG00000115350	POLE4	56655	POLE4	0.422725	3968	14937
LOC389602	NA	LOC389602	NA	LOC389602	0.42273	3967	14938
ICOSLG	ENSG00000160223	ICOSLG	23308	ICOSLG	0.422745	3966	14939
MEN1	ENSG00000133895	MEN1	4221	MEN1	0.42288	3965	14940
MRPL21	ENSG00000197345	MRPL21	219927	MRPL21	0.422955	3964	14941
PDZRN4	ENSG00000165966	PDZRN4	29951	PDZRN4	0.42296	3963	14942
ZNF516	ENSG00000101493	ZNF516	9658	ZNF516	0.423035	3962	14943
RNF6	ENSG00000127870	RNF6	6049	RNF6	0.42308	3961	14944
TCF21	ENSG00000118526	TCF21	6943	TCF21	0.42319	3960	14945
FCGR2A	ENSG00000143226	FCGR2A	2212	FCGR2A	0.423485	3959	14946
CCDC6	ENSG00000108091	CCDC6	8030	CCDC6	0.4235	3958	14947
EFS	ENSG00000100842	EFS	10278	EFS	0.423595	3957	14948
ZBTB33	ENSG00000177485	ZBTB33	10009	ZBTB33	0.423665	3956	14949
PAFAH2	ENSG00000158006	PAFAH2	5051	PAFAH2	0.423735	3955	14950
ZNF761	ENSG00000160336	ZNF761	388561	ZNF761	0.423825	3954	14951
PTPRN2	ENSG00000155093	PTPRN2	5799	PTPRN2	0.42395465	3953	14952
GPCPD1	ENSG00000125772	GPCPD1	56261	GPCPD1	0.42416	3952	14953
MLH3	ENSG00000119684	MLH3	27030	MLH3	0.42463	3951	14954
WFDC11	ENSG00000180083	WFDC11	259239	WFDC11	0.424655	3950	14955
SHISA7	ENSG00000187902	SHISA7	729956	SHISA7	0.42466	3949	14956
RAPGEF1	ENSG00000107263	RAPGEF1	2889	RAPGEF1	0.42469	3948	14957
ITGA4	ENSG00000115232	ITGA4	3676	ITGA4	0.42473	3947	14958
KRT39	ENSG00000196859	KRT39	390792	KRT39	0.424815	3946	14959
FFAR1	ENSG00000126266	FFAR1	2864	FFAR1	0.424855	3945	14960
ZNF8	ENSG00000278129	ZNF8	7554	ZNF8	0.425065	3944	14961
ZNF814	ENSG00000204514	ZNF814	730051	ZNF814	0.42509	3943	14962
PPP1R13B	ENSG00000088808	PPP1R13B	23368	PPP1R13B	0.425275	3942	14963
ATG2B	ENSG00000066739	ATG2B	55102	ATG2B	0.425405	3941	14964
PATZ1	ENSG00000100105	PATZ1	23598	PATZ1	0.425583	3940	14965
PPP5D1	ENSG00000230510	PPP5D1P	100506012	PPP5D1P	0.425625	3939	14966
ROCK1	ENSG00000067900	ROCK1	6093	ROCK1	0.425705	3938	14967
FKBP3	ENSG00000100442	FKBP3	2287	FKBP3	0.42574	3937	14968
RAB29	ENSG00000117280	RAB29	8934	RAB29	0.42575	3936	14969
TNK2	ENSG00000061938	TNK2	10188	TNK2	0.425836	3935	14970
C8orf34	ENSG00000165084	C8orf34	116328	C8orf34	0.425845	3934	14971
GNA14	ENSG00000156049	GNA14	9630	GNA14	0.425895	3933	14972
PARP14	ENSG00000173193	PARP14	54625	PARP14	0.4261375	3932	14973
TPPP	ENSG00000171368	TPPP	11076	TPPP	0.42625	3931	14974
HOXC5	ENSG00000172789	HOXC5	3222	HOXC5	0.42633	3930	14975
TGOLN2	ENSG00000152291	TGOLN2	10618	TGOLN2	0.426415	3929	14976
FOSB	ENSG00000125740	FOSB	2354	FOSB	0.4264965	3928	14977
ZNF446	ENSG00000083838	ZNF446	55663	ZNF446	0.4270875	3927	14978
DGAT2	ENSG00000062282	DGAT2	84649	DGAT2	0.427205	3926	14979
CALR3	ENSG00000269058	CALR3	125972	CALR3	0.427455	3925	14980
INHBC	ENSG00000175189	INHBC	3626	INHBC	0.427605	3924	14981
NLRP4	ENSG00000160505	NLRP4	147945	NLRP4	0.427745	3923	14982
NIPA1	ENSG00000170113	NIPA1	123606	NIPA1	0.42812	3922	14983
PELI3	ENSG00000174516	PELI3	246330	PELI3	0.42822	3921	14984
ZNF613	ENSG00000176024	ZNF613	79898	ZNF613	0.428245	3920	14985
SLC1A1	ENSG00000106688	SLC1A1	6505	SLC1A1	0.42828	3919	14986
TNKS2	ENSG00000107854	TNKS2	80351	TNKS2	0.428315	3918	14987
KIAA1456	ENSG00000250305	TRMT9B	57604	TRMT9B	0.42835	3917	14988
AP3D1	ENSG00000065000	AP3D1	8943	AP3D1	0.428534	3916	14989
C17orf97	ENSG00000187624	LIAT1	400566	LIAT1	0.42855	3914	14990
SBDS	ENSG00000126524	SBDS	51119	SBDS	0.42855	3915	14991
RALB	ENSG00000144118	RALB	5899	RALB	0.4287	3913	14992
SLC9A4	ENSG00000180251	SLC9A4	389015	SLC9A4	0.42879	3912	14993
CCDC144NL	ENSG00000205212	CCDC144NL	339184	CCDC144NL	0.428835	3911	14994
NRP1	ENSG00000099250	NRP1	8829	NRP1	0.428975	3910	14995
LANCL1	ENSG00000115365	LANCL1	10314	LANCL1	0.42915	3909	14996
CD300LF	ENSG00000186074	CD300LF	146722	CD300LF	0.42925	3908	14997
LIMA1	ENSG00000050405	LIMA1	51474	LIMA1	0.429265	3907	14998
SLC25A28	ENSG00000155287	SLC25A28	81894	SLC25A28	0.42929	3906	14999
ZSCAN30	ENSG00000186814	ZSCAN30	100101467	ZSCAN30	0.429405	3905	15000
BRDT	ENSG00000137948	BRDT	676	BRDT	0.42966	3904	15001
KLHDC8A	ENSG00000162873	KLHDC8A	55220	KLHDC8A	0.42977	3903	15002
SLC28A1	ENSG00000156222	SLC28A1	9154	SLC28A1	0.42986	3902	15003
GRIFIN	ENSG00000275572	GRIFIN	402635	GRIFIN	0.43009	3901	15004
ATP1B1	ENSG00000143153	ATP1B1	481	ATP1B1	0.430165	3900	15005
FEV	ENSG00000163497	FEV	54738	FEV	0.43022	3899	15006
COX18	ENSG00000163626	COX18	285521	COX18	0.430225	3898	15007
LLPH	ENSG00000139233	LLPH	84298	LLPH	0.430395	3897	15008
KCNJ9	ENSG00000162728	KCNJ9	3765	KCNJ9	0.43043	3896	15009
DDX60	ENSG00000137628	DDX60	55601	DDX60	0.43063	3895	15010
ZNF800	ENSG00000048405	ZNF800	168850	ZNF800	0.43064	3894	15011
CHST7	ENSG00000147119	CHST7	56548	CHST7	0.43081	3893	15012
SDPR	ENSG00000168497	CAVIN2	8436	CAVIN2	0.431045	3892	15013
CECR2	ENSG00000099954	CECR2	27443	CECR2	0.4312	3891	15014
PDCL	ENSG00000136940	PDCL	5082	PDCL	0.43123	3890	15015
LRRC52	ENSG00000162763	LRRC52	440699	LRRC52	0.431946	3889	15016
TFAP2E	ENSG00000116819	TFAP2E	339488	TFAP2E	0.432185	3888	15017
TSPY3	ENSG00000228927	TSPY3	728137	TSPY3	0.432205	3887	15018
THG1L	ENSG00000113272	THG1L	54974	THG1L	0.43225	3886	15019
TMEM61	ENSG00000143001	TMEM61	199964	TMEM61	0.4323	3884	15020
USHBP1	ENSG00000130307	USHBP1	83878	USHBP1	0.4323	3885	15021
ST20	ENSG00000180953	ST20	400410	ST20	0.432555	3883	15022
DCX	ENSG00000077279	DCX	1641	DCX	0.43283	3882	15023
EIF3E	ENSG00000104408	EIF3E	3646	EIF3E	0.43302	3881	15024
ACMSD	ENSG00000153086	ACMSD	130013	ACMSD	0.433285	3880	15025
CDC42BPB	ENSG00000198752	CDC42BPB	9578	CDC42BPB	0.43338	3879	15026
GBP4	ENSG00000162654	GBP4	115361	GBP4	0.433435	3878	15027
SLC6A18	ENSG00000164363	SLC6A18	348932	SLC6A18	0.433505	3877	15028
SMG8	ENSG00000167447	SMG8	55181	SMG8	0.43352	3876	15029
GPR17	ENSG00000144230	GPR17	2840	GPR17	0.433525	3875	15030
ALKBH1	ENSG00000100601	ALKBH1	8846	ALKBH1	0.433925	3874	15031
OR52N1	ENSG00000181001	OR52N1	79473	OR52N1	0.434025	3873	15032
TSPAN18	ENSG00000157570	TSPAN18	90139	TSPAN18	0.43407	3871	15033
VWA5B1	ENSG00000158816	VWA5B1	127731	VWA5B1	0.43407	3872	15034
SNRPA	ENSG00000077312	SNRPA	6626	SNRPA	0.4343126	3870	15035
GPR85	ENSG00000164604	GPR85	54329	GPR85	0.434515	3869	15036
POLR3D	ENSG00000168495	POLR3D	661	POLR3D	0.434544	3868	15037
LRRC8E	ENSG00000171017	LRRC8E	80131	LRRC8E	0.4346215	3867	15038
NQO1	ENSG00000181019	NQO1	1728	NQO1	0.43485	3866	15039
RMND5A	ENSG00000153561	RMND5A	64795	RMND5A	0.43486	3865	15040
ADIRF	ENSG00000148671	ADIRF	10974	ADIRF	0.4348925	3864	15041
VSTM4	ENSG00000165633	VSTM4	196740	VSTM4	0.43507	3863	15042
SULT4A1	ENSG00000130540	SULT4A1	25830	SULT4A1	0.435135	3862	15043
ZDHHC1	ENSG00000159714	ZDHHC1	29800	ZDHHC1	0.43523	3861	15044
FOXD4	ENSG00000170122	FOXD4	2298	FOXD4	0.435235	3860	15045
AHSA2	ENSG00000173209	AHSA2P	130872	AHSA2P	0.43545	3859	15046
FBXO30	ENSG00000118496	FBXO30	84085	FBXO30	0.4354885	3858	15047
ZNF480	ENSG00000198464	ZNF480	147657	ZNF480	0.4355925	3857	15048
CAMKMT	ENSG00000143919	CAMKMT	79823	CAMKMT	0.4359	3856	15049
OPN1MW	ENSG00000268221	OPN1MW	2652	OPN1MW	0.4359135	3855	15050
CXorf56	ENSG00000018610	STEEP1	63932	STEEP1	0.435925	3854	15051
STK4	ENSG00000101109	STK4	6789	STK4	0.43605	3853	15052
PHF1	ENSG00000112511	PHF1	5252	PHF1	0.43633	3852	15053
NUGGC	ENSG00000189233	NUGGC	389643	NUGGC	0.436545	3851	15054
ARSB	ENSG00000113273	ARSB	411	ARSB	0.436615	3850	15055
EEF2	ENSG00000167658	EEF2	1938	EEF2	0.436705	3849	15056
PCDHGB2	ENSG00000253910	PCDHGB2	56103	PCDHGB2	0.436845	3848	15057
SLC39A13	ENSG00000165915	SLC39A13	91252	SLC39A13	0.436865	3847	15058
C17orf49	ENSG00000258315	C17orf49	124944	C17orf49	0.437175	3846	15059
ZNF710	ENSG00000140548	ZNF710	374655	ZNF710	0.437619	3845	15060
ZNF580	ENSG00000213015	ZNF580	51157	ZNF580	0.43776	3844	15061
PAX3	ENSG00000135903	PAX3	5077	PAX3	0.437775	3843	15062
SPECC1L	ENSG00000100014	SPECC1L	23384	SPECC1L	0.43785	3842	15063
RCN3	ENSG00000142552	RCN3	57333	RCN3	0.4379085	3841	15064
